dish_id,total_calories,total_mass,ingredients,split,ingr_ids,ingredients_text
dish_1565119464,504.065033,223.0,ingr_0000000513;ingr_0000000054;ingr_0000000011;ingr_0000000291;ingr_0000000161;ingr_0000000094;ingr_0000000473;ingr_0000000126;ingr_0000000189;ingr_0000000036;ingr_0000000511;ingr_0000000025;ingr_0000000133;ingr_0000000525,train,"[513, 54, 11, 291, 161, 94, 473, 126, 189, 36, 511, 25, 133, 525]",millet apple cheese pizza salt olive oil onions cranberries mustard vinegar spinach (raw) spinach (cooked) beef shallots bok choy
dish_1565725047,77.659996,110.0,ingr_0000000045;ingr_0000000012,train,"[45, 12]",carrot olives
dish_1559841163,357.043518,335.0,ingr_0000000041;ingr_0000000008;ingr_0000000192;ingr_0000000437;ingr_0000000510;ingr_0000000027,train,"[41, 8, 192, 437, 510, 27]",blackberries scrambled eggs yam sweet potato chicken apple sausage broccoli
dish_1563568338,631.706665,371.0,ingr_0000000291;ingr_0000000122;ingr_0000000161;ingr_0000000072;ingr_0000000094;ingr_0000000514;ingr_0000000046;ingr_0000000205;ingr_0000000421;ingr_0000000527;ingr_0000000011;ingr_0000000045;ingr_0000000518;ingr_0000000034;ingr_0000000341;ingr_0000000026;ingr_0000000179,train,"[291, 122, 161, 72, 94, 514, 46, 205, 421, 527, 11, 45, 518, 34, 341, 26, 179]",salt garlic olive oil kale onions wheat berry mushroom corn on the cob ground turkey chive cheese pizza carrot thyme celery cream white rice eggs
dish_1563468299,210.350006,385.0,ingr_0000000001;ingr_0000000038;ingr_0000000121;ingr_0000000013,train,"[1, 38, 121, 13]",cottage cheese pineapple watermelon berries
dish_1558027001,20.400002,68.0,ingr_0000000458,train,[458],deprecated
dish_1565033265,1324.084961,625.0,ingr_0000000012;ingr_0000000029;ingr_0000000027;ingr_0000000028;ingr_0000000338;ingr_0000000161,train,"[12, 29, 27, 28, 338, 161]",olives mixed greens broccoli chicken vinaigrette olive oil
dish_1563475921,244.343323,348.0,ingr_0000000133;ingr_0000000122;ingr_0000000520;ingr_0000000094;ingr_0000000036;ingr_0000000448;ingr_0000000038;ingr_0000000007;ingr_0000000112;ingr_0000000203;ingr_0000000291;ingr_0000000161;ingr_0000000367;ingr_0000000540;ingr_0000000023;ingr_0000000523;ingr_0000000332,train,"[133, 122, 520, 94, 36, 448, 38, 7, 112, 203, 291, 161, 367, 540, 23, 523, 332]",shallots garlic lemon juice onions spinach (raw) jalapenos pineapple cauliflower honeydew melons chili salt olive oil lime ginger brown rice cilantro salmon
dish_1561665024,100.570984,121.0,ingr_0000000520;ingr_0000000094;ingr_0000000161;ingr_0000000029;ingr_0000000524;ingr_0000000291;ingr_0000000054;ingr_0000000513;ingr_0000000043;ingr_0000000189,train,"[520, 94, 161, 29, 524, 291, 54, 513, 43, 189]",lemon juice onions olive oil mixed greens parsley salt apple millet green beans vinegar
dish_1563813308,224.982895,76.0,ingr_0000000291;ingr_0000000312;ingr_0000000016;ingr_0000000161;ingr_0000000004,train,"[291, 312, 16, 161, 4]",salt pepper brussels sprouts olive oil bacon
dish_1561062555,47.093922,32.0,ingr_0000000054;ingr_0000000133;ingr_0000000291;ingr_0000000153;ingr_0000000161;ingr_0000000473;ingr_0000000520;ingr_0000000526;ingr_0000000524;ingr_0000000515;ingr_0000000122,train,"[54, 133, 291, 153, 161, 473, 520, 526, 524, 515, 122]",apple shallots salt bulgur olive oil cranberries lemon juice mustard greens parsley arugula garlic
dish_1558723414,51.988998,49.0,ingr_0000000205,train,[205],corn on the cob
dish_1562691674,376.976868,435.0,ingr_0000000437;ingr_0000000161;ingr_0000000027;ingr_0000000128;ingr_0000000192;ingr_0000000545;ingr_0000000543;ingr_0000000510;ingr_0000000502,train,"[437, 161, 27, 128, 192, 545, 543, 510, 502]",sweet potato olive oil broccoli egg whites yam greek yogurt chia seeds chicken apple sausage milk
dish_1566591080,909.629578,549.0,ingr_0000000312;ingr_0000000332;ingr_0000000028;ingr_0000000012;ingr_0000000515;ingr_0000000023;ingr_0000000484;ingr_0000000161;ingr_0000000518;ingr_0000000045;ingr_0000000291,train,"[312, 332, 28, 12, 515, 23, 484, 161, 518, 45, 291]",pepper salmon chicken olives arugula brown rice chicken salad olive oil thyme carrot salt
dish_1564082462,905.354492,609.0,ingr_0000000508;ingr_0000000532;ingr_0000000471;ingr_0000000023;ingr_0000000517;ingr_0000000036;ingr_0000000462;ingr_0000000052;ingr_0000000006;ingr_0000000524;ingr_0000000026;ingr_0000000328;ingr_0000000122;ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000525;ingr_0000000074;ingr_0000000161;ingr_0000000521;ingr_0000000516;ingr_0000000520;ingr_0000000094;ingr_0000000527;ingr_0000000028,train,"[508, 532, 471, 23, 517, 36, 462, 52, 6, 524, 26, 328, 122, 45, 291, 312, 525, 74, 161, 521, 516, 520, 94, 527, 28]",soy sauce pesto cherry tomatoes brown rice chard spinach (raw) pork cheese caesar salad parsley white rice sugar garlic carrot salt pepper bok choy pasta olive oil basil rosemary lemon juice onions chive chicken
dish_1562602860,165.182281,258.0,ingr_0000000002;ingr_0000000502;ingr_0000000543;ingr_0000000545;ingr_0000000121,train,"[2, 502, 543, 545, 121]",strawberries milk chia seeds greek yogurt watermelon
dish_1561739954,276.119995,225.0,ingr_0000000437;ingr_0000000008,train,"[437, 8]",sweet potato scrambled eggs
dish_1558638983,59.416,56.0,ingr_0000000205,train,[205],corn on the cob
dish_1558631825,118.832001,112.0,ingr_0000000205,train,[205],corn on the cob
dish_1563216440,403.786346,352.0,ingr_0000000514;ingr_0000000161;ingr_0000000036;ingr_0000000471;ingr_0000000244;ingr_0000000026;ingr_0000000148;ingr_0000000122;ingr_0000000291;ingr_0000000027;ingr_0000000518,train,"[514, 161, 36, 471, 244, 26, 148, 122, 291, 27, 518]",wheat berry olive oil spinach (raw) cherry tomatoes chicken breast white rice parmesan cheese garlic salt broccoli thyme
dish_1559240908,60.16,128.0,ingr_0000000058,train,[58],orange
dish_1563395480,370.521423,329.0,ingr_0000000047;ingr_0000000052;ingr_0000000122;ingr_0000000203;ingr_0000000320;ingr_0000000036;ingr_0000000021;ingr_0000000033;ingr_0000000094;ingr_0000000161;ingr_0000000434;ingr_0000000520;ingr_0000000291;ingr_0000000238;ingr_0000000471;ingr_0000000312;ingr_0000000251;ingr_0000000448;ingr_0000000524;ingr_0000000152;ingr_0000000155;ingr_0000000367;ingr_0000000485;ingr_0000000011;ingr_0000000027;ingr_0000000045;ingr_0000000032,train,"[47, 52, 122, 203, 320, 36, 21, 33, 94, 161, 434, 520, 291, 238, 471, 312, 251, 448, 524, 152, 155, 367, 485, 11, 27, 45, 32]",corn cheese garlic chili black beans spinach (raw) squash bell peppers onions olive oil sour cream lemon juice salt hominy cherry tomatoes pepper tortilla chips jalapenos parsley cabbage chicken thighs lime zucchini cheese pizza broccoli carrot tomatoes
dish_1559235815,352.39502,268.0,ingr_0000000495;ingr_0000000264;ingr_0000000002;ingr_0000000179,train,"[495, 264, 2, 179]",cream cheese bagels strawberries eggs
dish_1565640272,377.820007,405.0,ingr_0000000033;ingr_0000000392;ingr_0000000471,train,"[33, 392, 471]",bell peppers pepperoni pizza cherry tomatoes
dish_1565022062,234.606583,366.0,ingr_0000000161;ingr_0000000128;ingr_0000000013;ingr_0000000437,train,"[161, 128, 13, 437]",olive oil egg whites berries sweet potato
dish_1562960520,422.399261,303.0,ingr_0000000462;ingr_0000000312;ingr_0000000026;ingr_0000000122;ingr_0000000006;ingr_0000000433;ingr_0000000328;ingr_0000000291;ingr_0000000508;ingr_0000000525,train,"[462, 312, 26, 122, 6, 433, 328, 291, 508, 525]",pork pepper white rice garlic caesar salad roasted potatoes sugar salt soy sauce bok choy
dish_1560441270,24.540001,46.0,ingr_0000000525;ingr_0000000005,train,"[525, 5]",bok choy potatoes
dish_1561663855,179.138412,139.0,ingr_0000000524;ingr_0000000520;ingr_0000000527;ingr_0000000122;ingr_0000000513;ingr_0000000054;ingr_0000000023;ingr_0000000205;ingr_0000000189;ingr_0000000094;ingr_0000000161;ingr_0000000516;ingr_0000000521;ingr_0000000291;ingr_0000000028;ingr_0000000029;ingr_0000000045;ingr_0000000517,train,"[524, 520, 527, 122, 513, 54, 23, 205, 189, 94, 161, 516, 521, 291, 28, 29, 45, 517]",parsley lemon juice chive garlic millet apple brown rice corn on the cob vinegar onions olive oil rosemary basil salt chicken mixed greens carrot chard
dish_1563389199,390.254456,284.0,ingr_0000000027;ingr_0000000122;ingr_0000000312;ingr_0000000515;ingr_0000000189;ingr_0000000517;ingr_0000000201;ingr_0000000153;ingr_0000000161;ingr_0000000082;ingr_0000000126;ingr_0000000050;ingr_0000000291;ingr_0000000045,train,"[27, 122, 312, 515, 189, 517, 201, 153, 161, 82, 126, 50, 291, 45]",broccoli garlic pepper arugula vinegar chard blueberries bulgur olive oil pecans mustard tofu salt carrot
dish_1566488928,103.048294,147.0,ingr_0000000037;ingr_0000000437;ingr_0000000161,train,"[37, 437, 161]",cantaloupe sweet potato olive oil
dish_1558723926,19.26,107.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1563392128,169.934235,162.0,ingr_0000000122;ingr_0000000523;ingr_0000000520;ingr_0000000094;ingr_0000000161;ingr_0000000291;ingr_0000000515;ingr_0000000377;ingr_0000000049;ingr_0000000541;ingr_0000000312;ingr_0000000448,train,"[122, 523, 520, 94, 161, 291, 515, 377, 49, 541, 312, 448]",garlic cilantro lemon juice onions olive oil salt arugula quinoa fish tomatillo pepper jalapenos
dish_1563910171,571.183777,423.0,ingr_0000000540;ingr_0000000517;ingr_0000000332;ingr_0000000523;ingr_0000000133;ingr_0000000367;ingr_0000000520;ingr_0000000094;ingr_0000000161;ingr_0000000189;ingr_0000000043;ingr_0000000023;ingr_0000000036;ingr_0000000448;ingr_0000000471;ingr_0000000122;ingr_0000000203;ingr_0000000070;ingr_0000000291;ingr_0000000031;ingr_0000000126,train,"[540, 517, 332, 523, 133, 367, 520, 94, 161, 189, 43, 23, 36, 448, 471, 122, 203, 70, 291, 31, 126]",ginger chard salmon cilantro shallots lime lemon juice onions olive oil vinegar green beans brown rice spinach (raw) jalapenos cherry tomatoes garlic chili figs salt cucumbers mustard
dish_1560368990,211.92131,119.0,ingr_0000000133;ingr_0000000291;ingr_0000000531;ingr_0000000524;ingr_0000000161;ingr_0000000023;ingr_0000000189;ingr_0000000312;ingr_0000000515;ingr_0000000026;ingr_0000000122;ingr_0000000045;ingr_0000000027;ingr_0000000030;ingr_0000000094;ingr_0000000521;ingr_0000000520;ingr_0000000126;ingr_0000000462;ingr_0000000471;ingr_0000000029,train,"[133, 291, 531, 524, 161, 23, 189, 312, 515, 26, 122, 45, 27, 30, 94, 521, 520, 126, 462, 471, 29]",shallots salt pumpkin seeds parsley olive oil brown rice vinegar pepper arugula white rice garlic carrot broccoli lettuce onions basil lemon juice mustard pork cherry tomatoes mixed greens
dish_1562958563,130.839996,68.0,ingr_0000000012;ingr_0000000484,train,"[12, 484]",olives chicken salad
dish_1561579617,130.172348,304.0,ingr_0000000291;ingr_0000000335;ingr_0000000161;ingr_0000000007;ingr_0000000433,train,"[291, 335, 161, 7, 433]",salt eggplant olive oil cauliflower roasted potatoes
dish_1566333167,344.544495,140.0,ingr_0000000189;ingr_0000000025;ingr_0000000525;ingr_0000000511;ingr_0000000133;ingr_0000000513;ingr_0000000291;ingr_0000000011;ingr_0000000161;ingr_0000000094,train,"[189, 25, 525, 511, 133, 513, 291, 11, 161, 94]",vinegar beef bok choy spinach (cooked) shallots millet salt cheese pizza olive oil onions
dish_1565033139,193.649994,274.0,ingr_0000000029;ingr_0000000027;ingr_0000000012,train,"[29, 27, 12]",mixed greens broccoli olives
dish_1563464480,229.490005,213.0,ingr_0000000004;ingr_0000000121;ingr_0000000433;ingr_0000000013,train,"[4, 121, 433, 13]",bacon watermelon roasted potatoes berries
dish_1567020054,122.001411,145.0,ingr_0000000133;ingr_0000000122;ingr_0000000524;ingr_0000000291;ingr_0000000072;ingr_0000000016;ingr_0000000520;ingr_0000000161;ingr_0000000514;ingr_0000000527;ingr_0000000517;ingr_0000000312;ingr_0000000049;ingr_0000000471,train,"[133, 122, 524, 291, 72, 16, 520, 161, 514, 527, 517, 312, 49, 471]",shallots garlic parsley salt kale brussels sprouts lemon juice olive oil wheat berry chive chard pepper fish cherry tomatoes
dish_1568649387,163.858185,192.0,ingr_0000000161;ingr_0000000437;ingr_0000000027;ingr_0000000013;ingr_0000000192,train,"[161, 437, 27, 13, 192]",olive oil sweet potato broccoli berries yam
dish_1565370004,570.884766,370.0,ingr_0000000004;ingr_0000000161;ingr_0000000008;ingr_0000000043,train,"[4, 161, 8, 43]",bacon olive oil scrambled eggs green beans
dish_1566499633,161.386429,139.0,ingr_0000000094;ingr_0000000161;ingr_0000000189;ingr_0000000122;ingr_0000000291;ingr_0000000457;ingr_0000000012;ingr_0000000031;ingr_0000000036;ingr_0000000126,train,"[94, 161, 189, 122, 291, 457, 12, 31, 36, 126]",onions olive oil vinegar garlic salt sun dried tomatoes olives cucumbers spinach (raw) mustard
dish_1558719336,24.25,97.0,ingr_0000000007,train,[7],cauliflower
dish_1562602657,610.365173,236.0,ingr_0000000312;ingr_0000000291;ingr_0000000015;ingr_0000000016;ingr_0000000039;ingr_0000000161,train,"[312, 291, 15, 16, 39, 161]",pepper salt hash browns brussels sprouts sausage olive oil
dish_1558116201,313.585999,91.0,ingr_0000000039,train,[39],sausage
dish_1559668314,551.546021,300.0,ingr_0000000008;ingr_0000000003;ingr_0000000015,train,"[8, 3, 15]",scrambled eggs garden salad hash browns
dish_1557861697,13.144,53.0,ingr_0000000335,train,[335],eggplant
dish_1558721484,11.160001,62.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1565379251,32.936092,67.0,ingr_0000000291;ingr_0000000312;ingr_0000000161;ingr_0000000045,train,"[291, 312, 161, 45]",salt pepper olive oil carrot
dish_1563306392,477.465118,288.0,ingr_0000000028;ingr_0000000036;ingr_0000000514;ingr_0000000518;ingr_0000000161;ingr_0000000520;ingr_0000000524;ingr_0000000291;ingr_0000000122;ingr_0000000133,train,"[28, 36, 514, 518, 161, 520, 524, 291, 122, 133]",chicken spinach (raw) wheat berry thyme olive oil lemon juice parsley salt garlic shallots
dish_1559843335,25.410002,77.0,ingr_0000000002,train,[2],strawberries
dish_1558549214,239.190002,361.0,ingr_0000000026;ingr_0000000005;ingr_0000000036;ingr_0000000471;ingr_0000000440,train,"[26, 5, 36, 471, 440]",white rice potatoes spinach (raw) cherry tomatoes grapes
dish_1562775488,91.239998,145.0,ingr_0000000128;ingr_0000000437,train,"[128, 437]",egg whites sweet potato
dish_1562787956,26.84,61.0,ingr_0000000006,train,[6],caesar salad
dish_1562775212,92.480003,136.0,ingr_0000000059,train,[59],oatmeal
dish_1559238435,115.544006,202.0,ingr_0000000213,train,[213],pears
dish_1562008813,214.593262,225.0,ingr_0000000213;ingr_0000000377;ingr_0000000133;ingr_0000000161;ingr_0000000520;ingr_0000000126;ingr_0000000189;ingr_0000000515;ingr_0000000122;ingr_0000000029;ingr_0000000425;ingr_0000000518;ingr_0000000082;ingr_0000000524;ingr_0000000517;ingr_0000000201;ingr_0000000012;ingr_0000000007;ingr_0000000291,train,"[213, 377, 133, 161, 520, 126, 189, 515, 122, 29, 425, 518, 82, 524, 517, 201, 12, 7, 291]",pears quinoa shallots olive oil lemon juice mustard vinegar arugula garlic mixed greens goat cheese thyme pecans parsley chard blueberries olives cauliflower salt
dish_1568061202,256.551605,334.0,ingr_0000000291;ingr_0000000312;ingr_0000000016;ingr_0000000161;ingr_0000000021;ingr_0000000038;ingr_0000000011,train,"[291, 312, 16, 161, 21, 38, 11]",salt pepper brussels sprouts olive oil squash pineapple cheese pizza
dish_1560445069,94.527,243.0,ingr_0000000166,train,[166],grapefruit juice
dish_1563900172,236.636597,255.0,ingr_0000000008;ingr_0000000037;ingr_0000000161;ingr_0000000437,train,"[8, 37, 161, 437]",scrambled eggs cantaloupe olive oil sweet potato
dish_1562785132,211.542679,192.0,ingr_0000000049;ingr_0000000534;ingr_0000000094;ingr_0000000161;ingr_0000000122;ingr_0000000291;ingr_0000000535,train,"[49, 534, 94, 161, 122, 291, 535]",fish country rice onions olive oil garlic salt green onions
dish_1565383097,479.248993,430.0,ingr_0000000036;ingr_0000000031;ingr_0000000012;ingr_0000000028;ingr_0000000148,train,"[36, 31, 12, 28, 148]",spinach (raw) cucumbers olives chicken parmesan cheese
dish_1559233102,183.520004,124.0,ingr_0000000008,train,[8],scrambled eggs
dish_1560357427,93.749001,241.0,ingr_0000000166,train,[166],grapefruit juice
dish_1558031628,31.280001,92.0,ingr_0000000037,train,[37],cantaloupe
dish_1558029148,38.880001,108.0,ingr_0000000112,train,[112],honeydew melons
dish_1562959129,412.873596,293.0,ingr_0000000049;ingr_0000000122;ingr_0000000291;ingr_0000000380;ingr_0000000094;ingr_0000000312;ingr_0000000377;ingr_0000000095;ingr_0000000520;ingr_0000000161;ingr_0000000515;ingr_0000000448;ingr_0000000541;ingr_0000000162;ingr_0000000523;ingr_0000000433,train,"[49, 122, 291, 380, 94, 312, 377, 95, 520, 161, 515, 448, 541, 162, 523, 433]",fish garlic salt pizza onions pepper quinoa artichokes lemon juice olive oil arugula jalapenos tomatillo parsnips cilantro roasted potatoes
dish_1558641075,12.42,69.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1560455158,69.12085,55.0,ingr_0000000161;ingr_0000000515;ingr_0000000189;ingr_0000000045;ingr_0000000029;ingr_0000000126;ingr_0000000030;ingr_0000000531;ingr_0000000291,train,"[161, 515, 189, 45, 29, 126, 30, 531, 291]",olive oil arugula vinegar carrot mixed greens mustard lettuce pumpkin seeds salt
dish_1565972715,657.545837,510.0,ingr_0000000031;ingr_0000000189;ingr_0000000043;ingr_0000000008;ingr_0000000312;ingr_0000000030;ingr_0000000510;ingr_0000000471;ingr_0000000367;ingr_0000000029;ingr_0000000291;ingr_0000000161;ingr_0000000094,train,"[31, 189, 43, 8, 312, 30, 510, 471, 367, 29, 291, 161, 94]",cucumbers vinegar green beans scrambled eggs pepper lettuce chicken apple sausage cherry tomatoes lime mixed greens salt olive oil onions
dish_1558724912,30.75,75.0,ingr_0000000045,train,[45],carrot
dish_1563913675,282.693146,228.0,ingr_0000000036;ingr_0000000189;ingr_0000000517;ingr_0000000471;ingr_0000000011;ingr_0000000070;ingr_0000000291;ingr_0000000006;ingr_0000000031;ingr_0000000161;ingr_0000000126,train,"[36, 189, 517, 471, 11, 70, 291, 6, 31, 161, 126]",spinach (raw) vinegar chard cherry tomatoes cheese pizza figs salt caesar salad cucumbers olive oil mustard
dish_1567542876,495.807739,260.0,ingr_0000000026;ingr_0000000508;ingr_0000000094;ingr_0000000498;ingr_0000000072;ingr_0000000520;ingr_0000000203;ingr_0000000523;ingr_0000000535;ingr_0000000011;ingr_0000000027;ingr_0000000025;ingr_0000000038;ingr_0000000155;ingr_0000000189;ingr_0000000161;ingr_0000000122;ingr_0000000291,train,"[26, 508, 94, 498, 72, 520, 203, 523, 535, 11, 27, 25, 38, 155, 189, 161, 122, 291]",white rice soy sauce onions orange juice kale lemon juice chili cilantro green onions cheese pizza broccoli beef pineapple chicken thighs vinegar olive oil garlic salt
dish_1561753075,945.670715,668.0,ingr_0000000122;ingr_0000000332;ingr_0000000155;ingr_0000000094;ingr_0000000161;ingr_0000000203;ingr_0000000006;ingr_0000000523;ingr_0000000052;ingr_0000000312;ingr_0000000023;ingr_0000000515;ingr_0000000021;ingr_0000000518;ingr_0000000060;ingr_0000000291;ingr_0000000032,train,"[122, 332, 155, 94, 161, 203, 6, 523, 52, 312, 23, 515, 21, 518, 60, 291, 32]",garlic salmon chicken thighs onions olive oil chili caesar salad cilantro cheese pepper brown rice arugula squash thyme tortilla salt tomatoes
dish_1559244305,113.066399,64.0,ingr_0000000515;ingr_0000000312;ingr_0000000189;ingr_0000000187;ingr_0000000291;ingr_0000000524;ingr_0000000161;ingr_0000000526,train,"[515, 312, 189, 187, 291, 524, 161, 526]",arugula pepper vinegar chickpeas salt parsley olive oil mustard greens
